BBL,Boro,Block ,Lot,PHN,Street,Owner Name,Bldg ID,BIN,Units,Housing Type,Tax Class,Program,HPD AM Oversight,Comments,Community District,City Council District,Assembly District,State Senatorial District,Congressional District,ZIP Code,Census Tract
3012280037,3,1228,37,850,ST MARKS AVENUE,840-50 Saint Marks Avenue HDFC,375015,3031037,54,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,36,43,25,9,11213,341
3012410007,3,1241,7,842,PARK PLACE,842 Park Place HDFC,352072,3031525,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,36,43,25,9,11216,31701
3012410009,3,1241,9,848,PARK PLACE,848 Park Place HDFC,352076,3031526,9,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,36,43,25,9,11216,31701
3009200023,3,920,23,850,40 STREET,850-60 40 Street HDFC,148829,3018124,36,RENTAL,2,Community Management Program (CMP),,,312,38,51,17,7,11232,90
3029220043,3,2922,43,863,GRAND STREET,863 Grand Street HDFC,302899,3070451,3,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,301,34,53,18,12,11211,481
3032430052,3,3243,52,87,STOCKHOLM STREET,87 Stockholm Street HDFC,377771,3073775,20,COOP,2,Tenant Interim Lease (TIL),Ron Sinacori,,304,34,53,18,7,11221,421
3010510024,3,1051,24,88,16 STREET,88 16 Street HDFC,141800,3024073,16,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,307,39,51,20,7,11215,117
3023110007,3,2311,7,89,BERRY STREET,89 Berry Street HDFC,209691,3061774,3,RENTAL,1,Community Management Program (CMP),,,301,33,50,26,12,11249,517
3020150070,3,2015,70,89,LEFFERTS PLACE,89 Lefferts Place HDFC,323809,3057680,32,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,302,36,57,25,8,11238,227
3031390012,3,3139,12,892,FLUSHING AVENUE,890 Flushing Avenue HDFC,294186,3071834,27,COOP,2,Community Management Program (CMP),Ron Sinacori,,304,34,53,18,7,11206,391
3014240049,3,1424,49,897,EMPIRE BOULEVARD,897-903 Empire Boulevard HDFC,289672,3038411,58,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,309,41,43,20,9,11213,355
3050740060,3,5074,60,9,ARGYLE ROAD,9 ARGYLE ROAD HOUSING DEVELOPMENT FUND CORP,243980,3116436,12,COOP,2,,,,314,40,42,21,9,11218,506
3014840004,3,1484,4,920,MADISON STREET,920 Madison Street HDFC,331301,3039721,13,RENTAL,2,Community Management Program (CMP),,,303,41,55,18,8,11221,375
3032370018,3,3237,18,924,HART STREET,924 Hart Street HDFC,308830,3073643,6,COOP,2,Community Management Program (CMP),Ron Sinacori,,304,37,53,18,7,11237,445
3012350071,3,1235,71,941,PARK PLACE,941 Park Place HDFC,352128,3031307,16,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,36,43,25,9,11213,341
3021460027,3,2146,27,95,SOUTH 10 STREET,95 South 10 Street HDFC,372703,3059674,35,COOP,2,Community Management Program (CMP),Mark Matthews,,301,33,50,18,7,11249,547
3025400045,3,2540,45,951,MANHATTAN AVENUE,951 Manhattan Avenue HDFC,331947,3064437,7,COOP,2,Community Management Program (CMP),Graham Smokoski,,301,33,50,18,12,11222,565
3012300025,3,1230,25,952,ST MARKS AVENUE,952 Saint Marks Avenue HDFC,375073,3031068,40,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,36,56,25,9,11213,343
3014830058,3,1483,58,969,PUTNAM AVENUE,969 Putnam Avenue HDFC,358597,3039714,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,303,41,55,25,8,11221,375
3024950068,3,2495,68,97,EAGLE STREET,97 Eagle Street HDFC,235247,3063832,6,RENTAL,2,Community Management Program (CMP),,,301,33,50,18,12,11222,563
3021310035,3,2131,35,99,SOUTH 8 STREET,97 South 8 Street HDFC,372585,3059523,30,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,301,34,50,18,7,11249,549
3012230051,3,1223,51,973,ST MARKS AVENUE,971-73 Saint Marks Avenue HDFC,375084,3030843,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,36,56,25,9,11213,311
3012230052,3,1223,52,971,ST MARKS AVENUE,971-73 Saint Marks Avenue HDFC,375083,3030844,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,36,56,25,9,11213,311
3014850012,3,1485,12,980,PUTNAM AVENUE,980 PUTNAM AVE HDFC,358606,3039746,7,COOP,2,Section 312,,,303,41,56,25,8,11221,375
3014850014,3,1485,14,982,PUTNAM AVENUE,982 PUTNAM AVE HOUSING DEVELOPMENT FUND CORPORATION,358609,3039747,7,COOP,2,Section 312,,,303,41,56,25,8,11221,375
3014850016,3,1485,16,986,PUTNAM AVENUE,986 PUTNAM AVE HDFC,358613,3039749,7,COOP,2,Section 312,,,303,41,56,25,8,11221,375
3036220001,3,3622,1,49,HEGEMAN AVENUE,988-90 Hopkinson Avenue HDFC,309539,3082720,24,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,316,42,58,19,9,11212,896
3014850019,3,1485,19,992,PUTNAM AVENUE,992 PUTNAM AVE HOUSING DEVELOPMENT FUND CORPORATION,358620,3039752,6,COOP,2,Section 312,,,303,41,56,25,8,11221,375
3042110019,3,4211,19,970,GLENMORE AVENUE,ACORN DUMONT SNEDIKER HDFC,932067,3094636,6,COOP,2,Third Party Transfer (TPT),Mark Matthews,Former TIL. Former owner: 970 Glenmore Avenue HDFC,305,42,54,18,8,11208,1196
3019860029,3,1986,29,310,GATES AVENUE,Bedford/Gates Estates HDFC,807742,3335080,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,303,36,57,25,8,11216,229
3016320065,3,1632,65,919,GATES AVENUE,BSDC NEIGHBORHOOD HOMES HDFC,299592,3044564,6,1- to 4-Family Home [Under development],2,Neighborhood Homes Program (NHP),,,303,36,56,25,8,11221,387
3018030053,3,1803,53,323,QUINCY STREET,BSDC NEIGHBORHOOD HOMES HDFC,359228,3050626,7,1- to 4-Family Home [Under development],1,Neighborhood Homes Program (NHP) - 203K,,,303,36,56,25,8,11216,251
3017770015,3,1777,15,248,PULASKI STREET,CABS HOUSING DEVELOPMENT FUND CORP,357481,3049568,66,COOP,2,,,,303,36,56,18,8,11206,281
3019800045,3,1980,45,110,CAMBRIDGE PLACE,Cambridge Heights HDFC,216586,3056717,21,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,302,35,57,25,8,11238,201
3019800048,3,1980,48,116,CAMBRIDGE PLACE,Cambridge Heights HDFC,216590,3056718,21,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,302,35,57,25,8,11238,201
3001980001,3,198,1,93,3 AVENUE,Casbah HDFC,128349,3001437,7,COOP,2,Third Party Transfer (TPT),Graham Smokoski,,302,33,52,25,8,11217,39
3023380023,3,2338,23,64,HAVEMEYER STREET,CONVENT HOUSING DEVELOPMENT FUND CORPORATION,309169,3062267,11,COOP,2,Urban Homesteading Program (UHP),Mark Matthews,,301,33,50,18,12,11211,519
3011550067,3,1155,67,475,PROSPECT PLACE,Destiny HDFC,357173,3028642,8,COOP,2,Urban Homesteading Program (UHP),Mark Matthews,,308,35,57,20,9,11238,305
3006450067,3,645,67,129,23 STREET,F A C HOME OWNERSHIP HDFC,146010,3009424,8,1- to 4-Family Home [Under development],2,Capital Improvement Program/Capital Projects Bureau,Graham Smokoski,,307,38,51,25,7,11232,145
3009310001,3,931,1,45,5 AVENUE,Fifth and  Bergen HDFC,130498,3018475,9,COOP,2,Tenant Interim Lease (TIL) 2,Mark Matthews,,306,39,52,25,9,11217,12902
3009310002,3,931,2,43,5 AVENUE,Fifth and  Bergen HDFC,130464,3018476,7,COOP,,Tenant Interim Lease (TIL) 2,Mark Matthews,,306,39,52,25,9,11217,12902
3007240042,3,724,42,4214,5 AVENUE,FUERZA LATINA HOUSING DEVELOPMENT FUND CORP,130454,3010859,10,COOP,2,,,,307,38,51,20,7,11232,82
3007240043,3,724,43,4218,5 AVENUE,FUERZA LATINA HOUSING DEVELOPMENT FUND CORP,130455,3010860,8,COOP,2,,,,307,38,51,20,7,11232,82
3007240044,3,724,44,4220,5 AVENUE,FUERZA LATINA HOUSING DEVELOPMENT FUND CORP,130456,3010861,8,COOP,2,,,,307,38,51,20,7,11232,82
3007240045,3,724,45,4226,5 AVENUE,FUERZA LATINA HOUSING DEVELOPMENT FUND CORP,130457,3010862,8,COOP,2,,,,307,38,51,20,7,11232,82
3016380006,3,1638,6,99,PATCHEN AVENUE,GP-UHAB HDFC Sold to Wavecrest,352695,3044711,104,RENTAL,2,,HDC,,303,41,56,25,8,11221,385
3016630048,3,1663,48,128,RALPH AVENUE,HANCOCK MANOR HDFC,307420,3046317,4,COOP,2,Housing Trust Fund - State,Sara Greene-Deshong,,303,41,56,25,8,11233,383
3024380020,3,2438,20,392,SOUTH 3 STREET,Hewes Street HDFC,372190,3063379,23,RENTAL,2,Tenant Interim Lease (TIL),,,301,34,53,18,7,11211,527
3012080074,3,1208,74,1285,DEAN STREET,"IMANI HOUSING DEVELOPMENT FUND COMPANY, INC.",230790,3030129,8,COOP,2,Article 8A Loan,,,308,36,56,25,8,11216,313
3014420066,3,1442,66,1828,EASTERN PARKWAY,Jose Maria Garcia HDFC,948033,3038759,27,COOP,2,Community Management Program (CMP),,,316,37,55,19,8,11233,36501
3024310005,3,2431,5,341,BEDFORD AVENUE,La Borinquena HDFC,206282,3063267,33,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,301,34,50,18,7,11211,551
3027570033,3,2757,33,605,METROPOLITAN AVENUE,Lormet HDFC,336579,3068691,20,RENTAL,2,Community Management Program (CMP),Graham Smokoski,,301,34,53,18,12,11211,501
3027570034,3,2757,34,601,METROPOLITAN AVENUE,Lormet HDFC,336577,3068692,20,RENTAL,2,Community Management Program (CMP),Graham Smokoski,,301,34,53,18,12,11211,501
3007190037,3,719,37,472,41 STREET,MASAYA HDFC,149255,3010744,16,COOP,2,Negotiated Sale,,,307,38,51,20,7,11232,82
3020270001,3,2027,1,41,NORTH ELLIOTT PLACE,NAVY YARD HOUSING DEVELOPMENT FUND CO INC,341076,3057921,159,COOP,2,Article 8A Loan,,,302,35,50,25,8,11205,211
3013680001,3,1368,1,191,ROCHESTER AVENUE,NEIGHBORHOOD RESTORE HDFC,362389,3036296,20,COOP,2,Third Party Transfer (TPT),Mark Matthews,Former TIL. Former owner: 1493 Park Place HDFC,308,36,55,25,9,11213,347
3018230029,3,1823,29,248,MADISON STREET,NEIGHBORHOOD RESTORE HOUSING DEVELOPMENT FUND CORP,330823,3051638,8,RENTAL,2,Third Party Transfer (TPT),Mark Matthews,Former TIL,303,36,56,25,8,11216,249
3018230031,3,1823,31,250,MADISON STREET,NEIGHBORHOOD RESTORE HOUSING DEVELOPMENT FUND CORP,330827,3051639,8,RENTAL,2,Third Party Transfer (TPT),Mark Matthews,Former TIL,303,36,56,25,8,11216,249
3019480014,3,1948,14,342,LAFAYETTE AVENUE,NEIGHBORHOOD RESTORE HOUSING DEVELOPMENT FUND CORP,322130,3055580,16,RENTAL,2,Third Party Transfer (TPT),Mark Matthews,Former TIL,302,35,57,25,8,11238,231
3019870071,3,1987,71,25,MADISON STREET,NEIGHBORHOOD RESTORE HOUSING DEVELOPMENT FUND CORP,330826,3057109,8,RENTAL,2,Third Party Transfer (TPT),Mark Matthews,Former TIL,303,35,57,25,8,11238,229
3031750013,3,3175,13,272,JEFFERSON STREET,NEIGHBOURHOOD RESTORE HOUSING DEVELOPMENT FUND CORPORATION,317784,3326190,1,1- to 4-Family Home [Under development],1,,,,304,34,53,18,7,11237,427
3026910073,3,2691,73,586A,MORGAN AVENUE,New Chance HDFC,340387,3067392,8,RENTAL,2,Community Management Program (CMP),Graham Smokoski,,301,33,50,18,12,11222,593
3015090052,3,1509,52,411,CHAUNCEY STREET,NEW HAB HDFC,219037,3040863,6,COOP,2,7A Financial Assistance,,,303,41,55,25,8,11233,379
3018060041,3,1806,41,260,MARCUS GARVEY BOULEVARD,NEW-HAB HOUSING DEVELOPMENT FUND CORPORATION,379302,3050783,3,RENTAL,2,,,,303,36,56,25,8,11221,279
3014330043,3,1433,43,2185,PACIFIC STREET,NY PACIFIC STREET HOUSING DEVELOPMENT FUND CORPORA,349996,3324660,16,RENTAL Shd be COOP,2,Participation Loan Program (PLP),Mark Matthews,,316,41,55,25,8,11233,303
3015217501,3,1521,7501,117,HOPKINSON AVENUE,NY/ENTERPRISE CITY HOME HDFC,313665,3041306,23,CONDO,2,CityHome,,,316,41,55,25,8,11233,371
3015157501,3,1515,7501,365,MARION STREET,NY/ENTERPRISE CITYHOME HDFC,219053,3041108,6,CONDO,2,CityHome,,,316,41,55,25,8,11233,371
3040350113,3,4035,113,535,LINWOOD STREET,NYC PARTNERSHIP HOUSING DEVELOPMENT FUND CO.INC.,836748,300000,2,1- to 4-Family Home [Under development],1,Partnership New Homes,,,305,42,60,18,8,11208,1164
3009440052,3,944,52,67,ST JOHNS PLACE,PARK SLOPE NORTH HOUSING DEVELOPMENT CORP,374098,3019235,5,COOP,2,Participation Loan Program (PLP),,,306,39,52,25,9,11217,131
3009440053,3,944,53,65,ST JOHNS PLACE,PARK SLOPE NORTH HOUSING DEVELOPMENT CORP,374085,3019236,5,COOP,2,Participation Loan Program (PLP),,,306,39,52,25,9,11217,131
3009440054,3,944,54,63,ST JOHNS PLACE,PARK SLOPE NORTH HOUSING DEVELOPMENT CORP,374073,3019237,5,COOP,2,Participation Loan Program (PLP),,,306,39,52,25,9,11217,131
3009440055,3,944,55,61,ST JOHNS PLACE,PARK SLOPE NORTH HOUSING DEVELOPMENT CORP,374064,3019238,5,COOP,2,Participation Loan Program (PLP),,,306,39,52,25,9,11217,131
3009440056,3,944,56,59,ST JOHNS PLACE,PARK SLOPE NORTH HOUSING DEVELOPMENT CORP,374056,3019239,5,COOP,2,Participation Loan Program (PLP),,,306,39,52,25,9,11217,131
3009440064,3,944,64,43,ST JOHNS PLACE,PARK SLOPE NORTH HOUSING DEVELOPMENT CORP,374001,3019247,4,COOP,2,Participation Loan Program (PLP),,,306,39,52,25,9,11217,131
3009470032,3,947,32,54,ST JOHNS PLACE,PARK SLOPE NORTH HOUSING DEVELOPMENT CORP,374032,3019420,4,COOP,2,Participation Loan Program (PLP),,,306,39,52,25,9,11217,131
3009470040,3,947,40,70,ST JOHNS PLACE,PARK SLOPE NORTH HOUSING DEVELOPMENT FUND CORP,374115,3019428,4,COOP,2,Participation Loan Program (PLP),,,306,39,52,25,9,11217,131
3031730001,3,3173,1,99,CENTRAL AVENUE,RIDGEWOOD BUSHWICK HOMESTEADING ASSISTANCE HOUSING,218872,3072263,5,RENTAL,2,7A Financial Assistance,,,304,34,53,18,7,11206,425
3031730022,3,3173,22,194,JEFFERSON STREET,RIDGEWOOD BUSHWICK HOMESTEADING ASSISTANCE HOUSING,317735,3072281,4,RENTAL,2,Tenant Interim Lease (TIL) 2,,,304,34,53,18,7,11206,425
3031770012,3,3177,12,432,JEFFERSON STREET,RIDGEWOOD BUSHWICK HOMESTEADING ASSISTANCE HOUSING,317834,3072414,5,RENTAL,2,Tenant Interim Lease (TIL) 2,,,304,34,53,18,7,11237,447
3031770013,3,3177,13,434,JEFFERSON STREET,RIDGEWOOD BUSHWICK HOMESTEADING ASSISTANCE HOUSING,317835,3072415,5,RENTAL,2,Tenant Interim Lease (TIL) 2,,,304,34,53,18,7,11237,447
3031860047,3,3186,47,85,STARR STREET,RIDGEWOOD BUSHWICK HOMESTEADING ASSISTANCE HOUSING,375924,3072533,3,RENTAL,1,Tenant Interim Lease (TIL) 2,,,304,34,53,18,7,11237,427
3031970011,3,3197,11,76,STARR STREET,RIDGEWOOD BUSHWICK HOMESTEADING ASSISTANCE HOUSING,375916,3072724,3,RENTAL,2,Tenant Interim Lease (TIL) 2,,,304,34,53,18,7,11237,429
3032170018,3,3217,18,128,SUYDAM STREET,RIDGEWOOD BUSHWICK HOMESTEADING ASSISTANCE HOUSING,380338,3073103,4,RENTAL,2,Tenant Interim Lease (TIL) 2,,,304,34,53,18,7,11221,423
3032190021,3,3219,21,238,SUYDAM STREET,RIDGEWOOD BUSHWICK HOMESTEADING ASSISTANCE HOUSING,380408,3073171,5,RENTAL,2,Tenant Interim Lease (TIL) 2,,,304,34,53,18,7,11237,429
3032190047,3,3219,47,763,HART STREET,RIDGEWOOD BUSHWICK HOMESTEADING ASSISTANCE HOUSING,308741,3073194,6,RENTAL,2,Tenant Interim Lease (TIL) 2,,,304,34,53,18,7,11237,429
3033260034,3,3326,34,320,GROVE STREET,RIDGEWOOD BUSHWICK HOMESTEADING ASSISTANCE HOUSING,305023,3076145,6,RENTAL,2,Tenant Interim Lease (TIL) 2,,,304,37,53,18,7,11237,433
3033930043,3,3393,43,1516,JEFFERSON AVENUE,RIDGEWOOD BUSHWICK HOMESTEADING ASSISTANCE HOUSING,316970,3078124,6,RENTAL,2,Tenant Interim Lease (TIL) 2,,,304,37,54,18,7,11237,439
3034410005,3,3441,5,647,CENTRAL AVENUE,RIDGEWOOD BUSHWICK HOMESTEADING ASSISTANCE HOUSING,218822,3080001,6,RENTAL,2,7A Financial Assistance,,,304,37,54,18,7,11207,411
3032460016,3,3246,16,1424,DE KALB AVENUE,RIDGEWOOD BUSHWICK HOMESTEADING ASSISTANCE HOUSING DEV FUND CO,230003,3073823,5,RENTAL,2,Tenant Interim Lease (TIL) 2,,,304,37,53,18,7,11237,429
3032890019,3,3289,19,318,HARMAN STREET,RIDGEWOOD BUSHWICK HOMESTEADING ASSISTANCE HOUSING DEV FUND CO,308010,3075104,6,RENTAL,2,Tenant Interim Lease (TIL) 2,,,304,37,53,18,7,11237,431
3032970051,3,3297,51,135,BLEECKER STREET,RIDGEWOOD BUSHWICK HOMESTEADING ASSISTANCE HOUSING DEV FUND CO,210651,3075410,4,RENTAL,2,7A Financial Assistance,,,304,37,53,18,7,11221,419
3033010005,3,3301,5,245,IRVING AVENUE,RIDGEWOOD BUSHWICK HOMESTEADING ASSISTANCE HOUSING DEV FUND CO,315806,3075469,5,RENTAL,2,Tenant Interim Lease (TIL) 2,,,304,37,53,18,7,11237,441
3050460050,3,5046,50,588,ROGERS AVENUE,Rogers Avenue HDFC,363906,3115708,6,COOP,2,Urban Homesteading Program (UHP),Mark Matthews,,309,40,43,20,9,11225,802
3050460048,3,5046,48,584,ROGERS AVENUE,Rogers Avenue Homesteaders HDFC,363905,3115707,6,COOP,2,Urban Homesteading Program (UHP),Mark Matthews,,309,40,43,20,9,11225,802
3050460052,3,5046,52,592,ROGERS AVENUE,Rogers Avenue Homesteaders HDFC,363907,3115709,6,COOP,2,Urban Homesteading Program (UHP),Mark Matthews,,309,40,43,20,9,11225,802
3024360008,3,2436,8,304,SOUTH 3 STREET,South Third Street Tenants HDFC,372142,3063332,24,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,301,34,53,18,7,11211,527
3021310037,3,2131,37,95,SOUTH 8 STREET,SOUTH WILLIAMSBURG HOUSING DEVELOPMENT FUND CORP.,372584,3341967,3,COOP,2,Partnership New Homes,,,301,34,50,18,7,11249,549
3021310040,3,2131,40,91,SOUTH 8 STREET,SOUTH WILLIAMSBURG HOUSING DEVELOPMENT FUND CORP.,372583,3341969,3,COOP,2,Partnership New Homes,,,301,34,50,18,7,11249,549
3021360001,3,2136,1,39,SOUTH 9 STREET,SOUTH WILLIAMSBURG HOUSING DEVELOPMENT FUND CORP.,809488,3255898,3,COOP,2,Partnership New Homes,,,301,33,50,18,7,11249,547
3021360026,3,2136,26,85,SOUTH 9 STREET,SOUTH WILLIAMSBURG HOUSING DEVELOPMENT FUND CORP.,209653,3255901,3,COOP,2,Partnership New Homes,,,301,33,50,18,7,11249,547
3021360028,3,2136,28,79,SOUTH 9 STREET,SOUTH WILLIAMSBURG HOUSING DEVELOPMENT FUND CORP.,372650,3059575,3,COOP,2,Partnership New Homes,,,301,33,50,18,7,11249,547
3021370031,3,2137,31,442,BEDFORD AVENUE,SOUTH WILLIAMSBURG HOUSING DEVELOPMENT FUND CORP.,807757,3341970,3,COOP,2,Partnership New Homes,,,301,33,50,18,7,11249,547
3021370040,3,2137,40,95,SOUTH 9 STREET,SOUTH WILLIAMSBURG HOUSING DEVELOPMENT FUND CORP.,372662,3332964,3,COOP,2,Partnership New Homes,,,301,33,50,18,7,11249,547
3021370044,3,2137,44,89,SOUTH 9 STREET,SOUTH WILLIAMSBURG HOUSING DEVELOPMENT FUND CORP.,810070,3059599,6,COOP,2,Partnership New Homes,,,301,33,50,18,7,11249,547
3021370134,3,2137,134,115,SOUTH 9 STREET,SOUTH WILLIAMSBURG HOUSING DEVELOPMENT FUND CORP.,809473,3255907,3,COOP,2,Partnership New Homes,,,301,33,50,18,7,11249,547
3021380011,3,2138,11,136,SOUTH 8 STREET,SOUTH WILLIAMSBURG HOUSING DEVELOPMENT FUND CORP.,809471,3059607,3,COOP,2,Partnership New Homes,,,301,33,50,26,7,11211,547
3021380017,3,2138,17,152,SOUTH 8 STREET,SOUTH WILLIAMSBURG HOUSING DEVELOPMENT FUND CORP.,372557,3255913,3,COOP,2,Partnership New Homes,,,301,33,50,26,7,11211,547
3021380018,3,2138,18,158,SOUTH 8 STREET,SOUTH WILLIAMSBURG HOUSING DEVELOPMENT FUND CORP.,372558,3339280,3,COOP,2,Partnership New Homes,,,301,33,50,26,7,11211,547
3021380108,3,2138,108,132,SOUTH 8 STREET,SOUTH WILLIAMSBURG HOUSING DEVELOPMENT FUND CORP.,372547,3335063,3,COOP,2,Partnership New Homes,,,301,33,50,26,7,11211,547
3021380128,3,2138,128,874,DRIGGS AVENUE,SOUTH WILLIAMSBURG HOUSING DEVELOPMENT FUND CORP.,234693,3000000,3,COOP,2,Partnership New Homes,,,301,33,50,26,7,11211,547
3021460019,3,2146,19,446,BEDFORD AVENUE,SOUTH WILLIAMSBURG HOUSING DEVELOPMENT FUND CORP.,206798,3341981,3,COOP,2,Partnership New Homes,,,301,33,50,18,7,11249,547
3021460118,3,2146,118,106,SOUTH 9 STREET,SOUTH WILLIAMSBURG HOUSING DEVELOPMENT FUND CORP.,372590,3323544,3,COOP,2,Partnership New Homes,,,301,33,50,18,7,11249,547
3009150045,3,915,45,759,40 STREET,Sunboro HDFC,148797,3017908,6,COOP,2,Urban Homesteading Program (UHP),Mark Matthews,,307,38,51,17,7,11232,90
3011550052,3,1155,52,694,CLASSON AVENUE,The Joint Approach HDFC,807954,3325285,8,COOP,2,Urban Homesteading Program (UHP),Mark Matthews,,308,35,57,20,9,11238,305
3033950011,3,3395,11,1050,HANCOCK STREET,The New 1050 Hancock Street HDFC,306501,3078194,27,COOP,2,Tenant Interim Lease (TIL),,,304,37,54,18,8,11221,399
3014310045,3,1431,45,2027,PACIFIC STREET,Thomas S. Boyland HDFC,349913,3038521,57,RENTAL,2,Community Management Program (CMP),,,316,41,55,25,8,11233,303
3014390007,3,1439,7,343,HOWARD AVENUE,Thomas S. Boyland HDFC,314097,3038673,23,RENTAL,2,Community Management Program (CMP),,,316,41,55,25,8,11233,303
3014520051,3,1452,51,354,SARATOGA AVENUE,Thomas S. Boyland HDFC,366365,3039059,16,RENTAL,2,Community Management Program (CMP),,,316,41,55,25,8,11233,303
3014660065,3,1466,65,1725,STERLING PLACE,Thomas S. Boyland HDFC,376543,3039389,16,RENTAL,2,Community Management Program (CMP),,,316,41,55,25,9,11233,363
3014660067,3,1466,67,1719,STERLING PLACE,Thomas S. Boyland HDFC,376539,300000,16,RENTAL,2,Community Management Program (CMP),,,316,41,55,25,9,11233,363
3014700029,3,1470,29,1752,STERLING PLACE,Thomas S. Boyland HDFC,376557,3039434,24,RENTAL,2,Community Management Program (CMP),,,316,41,55,20,9,11233,361
3015210041,3,1521,41,60,ROCKAWAY AVENUE,TOMPKINS PARNORTH HOMES HOUSING DVLPMT FUND CORP,362701,3041335,1,1- to 4-Family Home [Under development],1,Neighborhood Homes Program (NHP) - 203K,,,316,41,55,25,8,11233,371
3007810075,3,781,75,217,50 STREET,UHAB HDFC,154256,3012864,8,RENTAL,2,7A Financial Assistance,Graham Smokoski,,307,38,51,20,7,11220,20
3050720012,3,5072,12,20,WESTMINSTER ROAD,UHAB HDFC Sold to 20 Westminster Rd HDFC,242737,3116369,21,RENTAL Shd be COOP,2,Participation Loan Program (PLP),Mark Matthews,TPT,314,40,42,21,9,11218,506
3013210011,3,1321,11,320,STERLING STREET,UHAB STERLING STREET HDFC,377137,3035094,113,COOP,2,7A Financial Assistance,,,309,40,43,20,9,11225,329
3016220042,3,1622,42,42,PATCHEN AVENUE,"UHAB, HDFC",352664,3044156,8,COOP,2,7A Financial Assistance,,,303,36,56,25,8,11221,387
3051890004,3,5189,4,2310,CLARENDON ROAD,"UHAD, HDFC",220776,3119669,27,COOP,2,Participation Loan Program (PLP),Mark Matthews,,314,45,42,21,9,11226,790
3001970022,3,197,22,280,DEAN STREET,Unidad Y Progeso HDFC,231261,3001434,25,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,302,33,52,25,8,11217,39
3021380007,3,2138,7,415,BEDFORD AVENUE,UNITED NEIGHBORHOOD DEV CORP,206579,3059606,3,COOP,2,Partnership New Homes,,,301,33,50,26,7,11211,547
3031710059,3,3171,59,49,TROUTMAN STREET,WEST BUSHWICK 203K HOUSING DEVELOPMENT FUND COMPAN,381965,3072225,3,RENTAL,2,Neighborhood Redevelopment Program (NRP),,,304,34,53,18,7,11206,391
3031730003,3,3173,3,97,CENTRAL AVENUE,WEST BUSHWICK 203K HOUSING DEVELOPMENT FUND COMPAN,218871,3072265,4,RENTAL,2,7A Financial Assistance,,,304,34,53,18,7,11206,425
3037850001,3,3785,1,405,WILLIAMS AVENUE,Williams and Georgia Towers HDFC,395823,3084437,83,COOP,,Participation Loan Program (PLP),Mark Matthews,,305,42,60,19,8,11207,1134
3037850075,3,3785,75,587,DUMONT AVENUE,WILLIAMS AND GEORGIA TOWERS HDFC,234880,3084438,59,COOP,2,Third Party Transfer (TPT),Mark Matthews,,305,42,60,19,8,11207,1156
3008700046,3,870,46,483,17 STREET,WINDSOR TERRACE HSG DEV FUND CORP,142638,3016588,8,COOP,2,Negotiated Sale,,,307,38,44,21,9,11215,169
3008700047,3,870,47,481,17 STREET,WINDSOR TERRACE HSG DEV FUND CORP,142635,3016589,8,COOP,2,Negotiated Sale,,,307,38,44,21,9,11215,169
3008700049,3,870,49,477,17 STREET,WINDSOR TERRACE HSG DEV FUND CORP,142631,3016591,7,COOP,2,Negotiated Sale,,,307,38,44,21,9,11215,169
3008700050,3,870,50,475,17 STREET,WINDSOR TERRACE HSG DEV FUND CORP,142630,3016592,7,COOP,2,Negotiated Sale,,,307,38,44,21,9,11215,169
3008700051,3,870,51,473,17 STREET,WINDSOR TERRACE HSG DEV FUND CORP,142628,3016593,7,COOP,2,Negotiated Sale,,,307,38,44,21,9,11215,169
3008700052,3,870,52,471,17 STREET,WINDSOR TERRACE HSG DEV FUND CORP,142626,3016594,7,COOP,2,Negotiated Sale,,,307,38,44,21,9,11215,169
3008700056,3,870,56,465,17 STREET,WINDSOR TERRACE HSG DEV FUND CORP,142621,3016597,8,COOP,2,Negotiated Sale,,,307,38,44,21,9,11215,169
